# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    2    168     80      -      0      0      0      0      0      0  13365   2325     18      0  89166  89167      0      -      -      0      0      2 
    3    137     75      -      0      0      0      0      0      0  13365   2325     17      0  89166  89167      0      -      -      0      0      0 
    0    231     81      -     98     31      0      0      0      0  13365   2100      2      0  89162  89163      0      -      -      0   4376    356 
    1    213     81      -     99     31      0      0      0      0  13365   2077      1      0  89164  89165      0      -      -      0  15833  14647 
    2    217     81      -    100     14      0      0      0      0  13365   2032      2      0  89166  89167      0      -      -      0  13825  19201 
    3    209     74      -    100     13      0      0      0      0  13365   2092      2      0  89166  89167      0      -      -      0  15555   6081 
    0    244     81      -     98     36      0      0      0      0  13365   2280      6      0  89162  89163      0      -      -      0    823    490 
    1    223     79      -     98     44      0      0      0      0  13365   2265      4      0  89164  89165      0      -      -      0    878    502 
    2    229     81      -     98     43      0      0      0      0  13365   2280      4      0  89166  89167      0      -      -      0    745    470 
    3    220     76      -     98     42      0      0      0      0  13365   2280      4      0  89166  89167      0      -      -      0    777    499 
    0    191     80      -    100     18      0      0      0      0  13365   1987      5      0  89162  89163      0      -      -      0  10235      1 
    1    199     79      -    100     12      0      0      0      0  13365   1920      4      0  89164  89165      0      -      -      0      0  17980 
    2    201     81      -    100     22      0      0      0      0  13365   2032      5      0  89166  89167      0      -      -      0  13741  17071 
    3    207     77      -    100     20      0      0      0      0  13365   1920      5      0  89166  89167      0      -      -      0  15542  17550 
    0    208     82      -     98     36      0      0      0      0  13365   2287     11      0  89162  89163      0      -      -      0    739    482 
    1    197     80      -     98     45      0      0      0      0  13365   2265      8      0  89164  89165      0      -      -      0    955    502 
    2    202     82      -     98     43      0      0      0      0  13365   2280      9      0  89166  89167      0      -      -      0    731    472 
    3    210     76      -     98     42      0      0      0      0  13365   2272      7      0  89166  89167      0      -      -      0    813    494 
    0    249     82      -     98     36      0      0      0      0  13365   2280      1      0  89162  89163      0      -      -      0    797    475 
    1    226     80      -     98     45      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    971    504 
    2    235     82      -     98     44      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    669    481 
    3    223     77      -     98     42      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    829    491 
    0    111     79      -      0      0      0      0      0      0  13365   2332      1      0  89162  89163      0      -      -      0      0      0 
